id,text,user_name,created_at,location,timestamp_ms,quote_count,reply_count,retweet_count,favorite_count,hashtags
1.2500142395169178e+18,"RT @BT21_: We can fight the spread of COVID-19 together by sticking to the basics. 💓

Follow the steps to protect yourself with BT21! 📝

#C…",honeyxilia,Tue Apr 14 10:53:13 +0000 2020,elle/she,1586861593499.0,0.0,0.0,0.0,0.0,
1.2500142396049244e+18,"RT @Wize_Buzz: Amid the corona crisis these women have risen to power and shown their mettle as a leader, true examples of what women can d…",maitrimannthan1,Tue Apr 14 10:53:13 +0000 2020,"Udaipur, Rajasthan",1586861593520.0,0.0,0.0,0.0,0.0,
1.2500142378308977e+18,"One hour for the tweetchat to start.

Join us today at 2PM  as we talk about #mentalhealthadvocacy during this pand… https://t.co/jlw73XMKPP",TinadaOrg,Tue Apr 14 10:53:13 +0000 2020,Kisumu City -Kenya,1586861593097.0,0.0,0.0,0.0,0.0,mentalhealthadvocacy
1.250014240058073e+18,"RT @franceinter: .@CCastaner : ""Ce qu’a annoncé #EmmanuelMacron, ce n’est pas le déconfinement le 11 mai, c’est le #confinement jusqu’au 11…",jejeparis,Tue Apr 14 10:53:13 +0000 2020,"Saint-Denis, France",1586861593628.0,0.0,0.0,0.0,0.0,EmmanuelMacron
1.2500142401880515e+18,RT @AbdelDeuxFois: Sans promo ni rien. Le monde chico 🌎,WadfaShelby,Tue Apr 14 10:53:13 +0000 2020,95 / bdy ou rien,1586861593659.0,0.0,0.0,0.0,0.0,
1.25001424034313e+18,"RT @AbiyAhmedAli: Grateful to the #UAE government for the support of 15tonnes worth of #COVID19 prevention medical supplies, including PPE…",3_i_n,Tue Apr 14 10:53:13 +0000 2020,UAE...AlAin,1586861593696.0,0.0,0.0,0.0,0.0,UAE
1.2500142404145357e+18,"RT @oldspeak1: Wait, hold up, I worked out how to tackle this #lockdown.🙋‍♂️

https://t.co/HuMwmDMTiv",jessicadaisy__,Tue Apr 14 10:53:13 +0000 2020,"London, England",1586861593713.0,0.0,0.0,0.0,0.0,lockdown
1.250014240624214e+18,RT @ChouhanShivraj: प्रधानमंत्री श्री @narendramodi जी ने आज फिर देश का मार्गदर्शन किया है। #COVID19 को परास्त करने के लिए उन्होंने जो रास्…,sanjay_mandliya,Tue Apr 14 10:53:13 +0000 2020,India,1586861593763.0,0.0,0.0,0.0,0.0,COVID19
1.25001423853534e+18,🖋 Support Linda by signing “Support the USPS!” and I’ll deliver a copy to your officials too:… https://t.co/SnL6vOWMQI,openletterbot,Tue Apr 14 10:53:13 +0000 2020,Text RESIST to 50409,1586861593265.0,0.0,0.0,0.0,0.0,
1.2500142409723863e+18,"RT @Prefet67: #COVID19 | Au 13 avril, 1106 personnes sont hospitalisées dans le #BasRhin, dont 256 en réanimation. 

1003 personnes sont d’…",AMICALEPN,Tue Apr 14 10:53:13 +0000 2020,"Paris, France",1586861593846.0,0.0,0.0,0.0,0.0,COVID19
1.250014241295233e+18,"@anusehgal What about social distancing inside the flight...🙊

#SocialDistancing",arunkunal,Tue Apr 14 10:53:13 +0000 2020,New Delhi,1586861593923.0,0.0,0.0,0.0,0.0,SocialDistancing
1.2500142414335877e+18,"RT @BT21_: We can fight the spread of COVID-19 together by sticking to the basics. 💓

Follow the steps to protect yourself with BT21! 📝

#C…",Zaye_army,Tue Apr 14 10:53:13 +0000 2020,Crystal Snow ❄,1586861593956.0,0.0,0.0,0.0,0.0,
1.2500142416055747e+18,"RT @BT21_: We can fight the spread of COVID-19 together by sticking to the basics. 💓

Follow the steps to protect yourself with BT21! 📝

#C…",Yohnaa3,Tue Apr 14 10:53:13 +0000 2020,"Kalimantan Barat, Indonesia",1586861593997.0,0.0,0.0,0.0,0.0,
1.2500143496048517e+18,The states will now share amongst there party supporters.😉https://t.co/3TzaEXkbh7,IamTopsy4real,Tue Apr 14 10:53:39 +0000 2020,planet Earth ,1586861619746.0,0.0,0.0,0.0,0.0,
1.2500142415217295e+18,"@narendramodi @AmitShah #World needs huge +ve energy to fight against negative forces/#Covid19 
Some of world leade… https://t.co/tNrSbIYwNE",Stuti8220,Tue Apr 14 10:53:13 +0000 2020,India,1586861593977.0,0.0,0.0,0.0,0.0,World
1.2500142415552758e+18,"1000 press releases about COVID-19 in Africa distributed pro-bono by APO Group in only 20 days 

@APO_source… https://t.co/IUvt4F3fun",APO_source,Tue Apr 14 10:53:13 +0000 2020,#AFRICA #MENA,1586861593985.0,0.0,0.0,0.0,0.0,
1.2500142421845934e+18,"RT @osakidetzaEJGV: 🦠 ACTUALIZACIÓN de datos 📆  13 DE ABRIL  🕗 20:00h

✅ 208 nuevos casos positivos elevan a 11.226 el número de personas c…",MutualiaHealth,Tue Apr 14 10:53:14 +0000 2020,Bilbao,1586861594135.0,0.0,0.0,0.0,0.0,
1.250014243409277e+18,"RT @thePeterAyeni: #Covid19AwarenessDesignContest
#covid19 #CODVID19 #covid19Awareness #Nigeria #Nigerians https://t.co/rGIsWAMCVd",impactb4income,Tue Apr 14 10:53:14 +0000 2020,"Abuja, Nigeria ",1586861594427.0,0.0,0.0,0.0,0.0,Covid19AwarenessDesignContest
1.2500142440258847e+18,"RT @TalhaRashadi: ये दीपक जी हैं PM @narendramodi जी के क्षेत्र  बनारस के निवासी हैं, 20 दिनों से बम्बई में #Lockdown में फंसे हुए हैं, आप…",MahfoozRaza20,Tue Apr 14 10:53:14 +0000 2020,"Kanpur, India",1586861594574.0,0.0,0.0,0.0,0.0,Lockdown
1.250014244046803e+18,"RT @doctor_oxford: Hugely concerning. What happens in our care homes has been downplayed, dismissed and ignored for too long. #COVID19  htt…",SE25A,Tue Apr 14 10:53:14 +0000 2020,Portsmouth UK,1586861594579.0,0.0,0.0,0.0,0.0,COVID19
1.2500142445459988e+18,"RT @MPIWG: ""At moments of extreme scientific uncertainty, observation, usually treated as the poor relation of experiment and statistics in…",EmotionsMpib,Tue Apr 14 10:53:14 +0000 2020,Berlin,1586861594698.0,0.0,0.0,0.0,0.0,
1.2500142448437821e+18,RT @jemilamusa81: And I called the area commander to tell him about what happened yesterday night and he started yelling at me. I am beginn…,MichealSound,Tue Apr 14 10:53:14 +0000 2020,"Lagos city, Nigeria ",1586861594769.0,0.0,0.0,0.0,0.0,
1.2500142444115436e+18,"RT @BT21_: We can fight the spread of COVID-19 together by sticking to the basics. 💓

Follow the steps to protect yourself with BT21! 📝

#C…",mysweetnightae,Tue Apr 14 10:53:14 +0000 2020,A.R.M.Y,1586861594666.0,0.0,0.0,0.0,0.0,
1.2500142449945969e+18,"RT @TheSkandar: Meet two heros from the kashmir valley.

1) A specially abled KVIB unit holder from Pulwama District has manufactured and s…",rcshreeyan,Tue Apr 14 10:53:14 +0000 2020,"INDIA, NEW DELHI",1586861594805.0,0.0,0.0,0.0,0.0,
1.250014244998955e+18,"RT @ianbirrell: It is not a new frontline - this has been entirely predictable from the start, as I and others have warned. It has just bee…",HelenHsj,Tue Apr 14 10:53:14 +0000 2020,UK ,1586861594806.0,0.0,0.0,0.0,0.0,
1.2500142444956017e+18,"Kaymakamımız Sn. Mustafa Demirelli, 
#COVID19 Pandemisi ile ilgili tedbir ve çalışmalar hakkında Valilikçe yapılan… https://t.co/ETq0BFmaKx",TC_Beyoglu,Tue Apr 14 10:53:14 +0000 2020,"Beyoğlu, İstanbul",1586861594686.0,0.0,0.0,0.0,0.0,COVID19
1.250014245242032e+18,"RT @DrJitendraSingh: During #Lockdown period, #PMGKY proves to be a huge relief even in far-flung areas of #Northeast . Pratima Devi from K…",ajitaffirm,Tue Apr 14 10:53:14 +0000 2020,"Pune, India",1586861594864.0,0.0,0.0,0.0,0.0,Lockdown
1.2500142453049754e+18,"More than 40 #tornadoes rip across the South, killing 31 people and leaving 1.3M without power as shelters in… https://t.co/21vfk7hrCL",thandojo,Tue Apr 14 10:53:14 +0000 2020,BRing THE TruTh THROUGH a picture,1586861594879.0,0.0,0.0,0.0,0.0,tornadoes
1.2500142454560932e+18,RT @GovNL: Do you need to renew your drivers licence or vehicle registration? You can do that online at https://t.co/i7mUBxYYnF #GovNL #soc…,BerniceCBC,Tue Apr 14 10:53:14 +0000 2020,"Corner Brook, NL",1586861594915.0,0.0,0.0,0.0,0.0,GovNL
1.2500142455817544e+18,RT @rahulkanwal: PM @narendramodi cognisant of India's limited public health infrastructure. Message: Extended lockdown better than risking…,UtkarshV_BJP,Tue Apr 14 10:53:14 +0000 2020,India,1586861594945.0,0.0,0.0,0.0,0.0,
1.2500142455106888e+18,"RT @YakinoriBristol: Yakinori Bristol will be open for Deliveroo only from tomorrow! Weds-Sun, 5-9pm. We’ll be working with a minimal team…",ATHE1STP0WER,Tue Apr 14 10:53:14 +0000 2020,Here.In front of you.,1586861594928.0,0.0,0.0,0.0,0.0,
1.2500142457120072e+18,"RT @NCDCgov: Twenty new cases of #COVID19 have been reported as follows:

13 in Lagos
2 in Edo
2 in Kano
2 in Ogun
1 in Ondo

As at 09:50 p…",VincentEsosa,Tue Apr 14 10:53:14 +0000 2020,"Minna, Nigeria",1586861594976.0,0.0,0.0,0.0,0.0,COVID19
1.2500142460095816e+18,RT @pnypp: คุณลุงสิทธิชัย อายุ 72 ปี ขับ taxi แต่แกไม่มีเงินจ่ายค่าเช่ารถ วันละ 300 บาท จึงมาทดลองงานส่งพัสดุ ถ้าลุงส่งได้จะได้ค่าจ้างวันละ…,MickHC_,Tue Apr 14 10:53:15 +0000 2020,🐻☀️ 해찬이이이이이 💓 시즈니이이이이,1586861595047.0,0.0,0.0,0.0,0.0,
1.250014245896573e+18,"RT @BaldingsWorld: This is interesting. According to these Italian researchers, the moving average of disease spread in northern Italy was…",joebeattie,Tue Apr 14 10:53:15 +0000 2020,"New Jersey, USA",1586861595020.0,0.0,0.0,0.0,0.0,
1.250014246219309e+18,RT @JM_Scindia: एक जाग्रत राष्ट्र के नागरिक के रूप में कोरोना के संकट के इस समय आइये हम सब मिलकर संकल्प लें - प्रधानमंत्री श्री नरेंद्र मो…,officialdubeyji,Tue Apr 14 10:53:15 +0000 2020,NOIDA,1586861595097.0,0.0,0.0,0.0,0.0,
1.250014246630576e+18,"RT @Sir_Scribbles: Whenever I see these Stats, this is what I do
1. Multiply the confirmed cases by 10 (because we have below par testing c…",k3in3Ahnung_,Tue Apr 14 10:53:15 +0000 2020,"Fiji, Stockholm , Helsinki",1586861595195.0,0.0,0.0,0.0,0.0,
1.2500142470206382e+18,"RT @RossDynamicsLab: Drone delivery to me &amp; my dog at home. My 8-month-old Labrador was unperturbed by the drone, but curious and eager to…",PaulEWalsh,Tue Apr 14 10:53:15 +0000 2020,"PHL, NYC, the Middle Seat",1586861595288.0,0.0,0.0,0.0,0.0,
1.2500142471378412e+18,"RT @hargrump: #coronavirus #COVID19 #OnceThingsGetBackToNormal 

Are you going to go #vegan #plantbased or continue to support the meat ind…",DeeMAC30423352,Tue Apr 14 10:53:15 +0000 2020,"Melbourne, Victoria",1586861595316.0,0.0,0.0,0.0,0.0,coronavirus
1.2500142471674266e+18,"RT @BT21_: We can fight the spread of COVID-19 together by sticking to the basics. 💓

Follow the steps to protect yourself with BT21! 📝

#C…",Alexand04090450,Tue Apr 14 10:53:15 +0000 2020,Uzbekistan,1586861595323.0,0.0,0.0,0.0,0.0,
1.2500142472177787e+18,"Chiny - powtórka z ""rozrywki"".",007Jerzy,Tue Apr 14 10:53:15 +0000 2020,"Lublin, Poland",1586861595335.0,0.0,0.0,0.0,0.0,
1.250014247494525e+18,"RT @koronavirus_: Dunya Saglik Orgutu ( WHO ) :

☄️ 12 aydan once asinin bulunmasini ummayin !

☄️ Avrupa'da biraz azalis gorulse de Turkiy…",hazirandirenis,Tue Apr 14 10:53:15 +0000 2020,Ankara,1586861595401.0,0.0,0.0,0.0,0.0,
1.250014247549051e+18,The latest   CISvial Diario! https://t.co/QyWrr1c7NQ Thanks to @TenerifeVial @CochesConChispa #covid19 #esenciales,CISvial,Tue Apr 14 10:53:15 +0000 2020,Asturias,1586861595414.0,0.0,0.0,0.0,0.0,covid19
1.250014247725273e+18,"RT @BT21_: We can fight the spread of COVID-19 together by sticking to the basics. 💓

Follow the steps to protect yourself with BT21! 📝

#C…",miyanmin_pd,Tue Apr 14 10:53:15 +0000 2020,"Adana, Türkiye",1586861595456.0,0.0,0.0,0.0,0.0,
1.2500142475868774e+18,"Започва подаването на документи за кандидатстване на деца в първи клас.
https://t.co/LqNvOQo7fZ
#Образование #деца… https://t.co/FmEEVy4hFE",vladimiryosifov,Tue Apr 14 10:53:15 +0000 2020,София,1586861595423.0,0.0,0.0,0.0,0.0,Образование
1.2500142479181455e+18,"RT @UniteWales: We are grateful to see this being put in place as a result of concerns being raised by @unitetheunion Reps. 

We will also…",martinscouse,Tue Apr 14 10:53:15 +0000 2020,here,1586861595502.0,0.0,0.0,0.0,0.0,
1.2500142479643648e+18,RT @WHOAFRO: The first @UN Solidarity Flight will leave Addis Ababa today with #COVID19 medical supplies for frontline health workers in al…,MoussAA77,Tue Apr 14 10:53:15 +0000 2020,"Accra, Ghana",1586861595513.0,0.0,0.0,0.0,0.0,COVID19
1.250014248320852e+18,"RT @Azkhanjadoon: Bahir jao bula rahe hein 
#CoronaInPakistan #COVID19Pakistan #LockDownPakisan #CoronaFreePakistan #COVID2019 #غريب_دشمن_ا…",hoorain_khn,Tue Apr 14 10:53:15 +0000 2020,Hope for the Best,1586861595598.0,0.0,0.0,0.0,0.0,CoronaInPakistan
1.2500142485681234e+18,RT @pnypp: คุณลุงสิทธิชัย อายุ 72 ปี ขับ taxi แต่แกไม่มีเงินจ่ายค่าเช่ารถ วันละ 300 บาท จึงมาทดลองงานส่งพัสดุ ถ้าลุงส่งได้จะได้ค่าจ้างวันละ…,highwaytomini,Tue Apr 14 10:53:15 +0000 2020,feel free to unfollow,1586861595657.0,0.0,0.0,0.0,0.0,
1.2500142485767127e+18,"RT @ONS: Our data shows that of all deaths in England and Wales that occurred up to 3 April (registered up to 11 April), 6,235 involved COV…",GreenasErnestas,Tue Apr 14 10:53:15 +0000 2020,"Islington, London, UK",1586861595659.0,0.0,0.0,0.0,0.0,
1.2500142486184837e+18,इन खाली हवाई जहाजों में घुसकर ट्वीट तो करने दो।  हालांकि इनमें सन्नाटा है,RohtashMandan25,Tue Apr 14 10:53:15 +0000 2020,भारतवर्ष,1586861595669.0,0.0,0.0,0.0,0.0,
1.2500142523305574e+18,"RT @JohnSwinney: A new helpline has been established in Scotland to assist people who have no other support available from family, friends…",rotrujo,Tue Apr 14 10:53:16 +0000 2020,Mother Earth,1586861596554.0,0.0,0.0,0.0,0.0,
1.2500142488030413e+18,RT @doctor_nw: NICUの最前線、神奈川こどもの豊島部長の今回の現状に関しての深い感謝と考察と決意です。赤ちゃん達を守る同じ立場として強く共感します。RTさせて頂きます。,SanRupinas,Tue Apr 14 10:53:15 +0000 2020,神奈川県,1586861595713.0,0.0,0.0,0.0,0.0,
1.2500142488323645e+18,"Does chyawanprash also reduce the risk of stupidity? 😅

You know what I mean...

#COVID19 #LockdownExtended… https://t.co/vmojiNQfpQ",moshimoshimedia,Tue Apr 14 10:53:15 +0000 2020,"Bengaluru, India",1586861595720.0,0.0,0.0,0.0,0.0,COVID19
1.2500142491680932e+18,"RT @GovMurphy: BREAKING: NJ, NY, CT, PA, DE, and RI have formed a regional advisory council to help guide our re-opening once the #COVID19…",msdickstein,Tue Apr 14 10:53:15 +0000 2020,"Haddonfield, NJ",1586861595800.0,0.0,0.0,0.0,0.0,COVID19
1.2500142497469153e+18,क्या हो गया बहिन तुझे ??? @LambaAlka,sainianshhh,Tue Apr 14 10:53:15 +0000 2020,Ukraine,1586861595938.0,0.0,0.0,0.0,0.0,
1.25001424983083e+18,RT @profit_is_king: #NCYT UP 8300% so far and still lots more to come. Manufacturing capacity about to ramp up from 2m test to 4m. Now GSK…,AdamSimmo73,Tue Apr 14 10:53:15 +0000 2020,"South East, England",1586861595958.0,0.0,0.0,0.0,0.0,NCYT
1.2500142503047782e+18,"RT @OBOGlobal: 11am - #LockDownDiary 

Put the whites in the washing machine.

Pre-registered for ACAMS webinar to help better understand l…",maxxymum,Tue Apr 14 10:53:16 +0000 2020,"Ogun, Nigeria ",1586861596071.0,0.0,0.0,0.0,0.0,LockDownDiary
1.2500142503760896e+18,"RT @SeanParnellUSA: Voting IS a cornerstone of our republic. 
That’s why we must protect the sanctity of the process. Your proposal undermi…",coach_tricia,Tue Apr 14 10:53:16 +0000 2020,Greater Pittsburgh Area,1586861596088.0,0.0,0.0,0.0,0.0,
1.250014250875183e+18,"RT @DublinAirport: Fact 4: As we’ve said before, Ireland’s travel &amp; health policies in relation to #COVID19 are decided by the State, based…",TheTeaInEMT,Tue Apr 14 10:53:16 +0000 2020,"Dublin, Ireland",1586861596207.0,0.0,0.0,0.0,0.0,COVID19
1.250014250908541e+18,"RT @thestandardth: (1/2) ขู่แก้ผ้า เผาตัวเอง ร้องไห้ ประชาชนผิดหวัง ถูกทิ้งลงทะเบียน #เราไม่ทิ้งกัน รับ 5,000 บาท

ชมภาพเพิ่มเติมและอ่านต่อ…",pmlqxx,Tue Apr 14 10:53:16 +0000 2020, 𝐽𝑁𝐶𝑌.,1586861596215.0,0.0,0.0,0.0,0.0,เราไม่ทิ้งกัน
1.2500142509924557e+18,"RT @BT21_: We can fight the spread of COVID-19 together by sticking to the basics. 💓

Follow the steps to protect yourself with BT21! 📝

#C…",SuzianHow,Tue Apr 14 10:53:16 +0000 2020,Malaysia,1586861596235.0,0.0,0.0,0.0,0.0,
1.25001425119386e+18,"@campus_ui ""Neither silver nor gold we have not"" but our mandate to educate the public via our new blog on #COVID19… https://t.co/mT63Ol2GTI",dee_dorwiz,Tue Apr 14 10:53:16 +0000 2020,Nigeria,1586861596283.0,0.0,0.0,0.0,0.0,COVID19
1.2500142514665882e+18,"RT @Brevesdepresse: ⚡🇲🇫FLASH - Considérés comme stagiaires, les étudiants #infirmiers travaillent comme les autres ds les unités #Covid19 d…",benji_couss,Tue Apr 14 10:53:16 +0000 2020,::1,1586861596348.0,0.0,0.0,0.0,0.0,infirmiers
1.2500142516343808e+18,"RT @CristinaSegui_: El sábado pasado falleció el primer trabajador de Moncloa, funcionario del ministro de la Presidencia, por #COVID19. Su…",barea_julio,Tue Apr 14 10:53:16 +0000 2020,Malaga,1586861596388.0,0.0,0.0,0.0,0.0,COVID19
1.250014251822887e+18,"RT @hmetromy: #putrajaya #covid19 Satu lagi kluster baharu dikesan di Sendayan, Negeri Sembilan dengan 39 individu termasuk 11 sekeluarga d…",V3N0MV7,Tue Apr 14 10:53:16 +0000 2020,Malaysia,1586861596433.0,0.0,0.0,0.0,0.0,putrajaya
1.2500142520160625e+18,RT @HLGatell: Nos preocupan e indignan los ataques a profesionales de la salud; es alarmante. Las personas que agreden o sus familiares pod…,laura_brook,Tue Apr 14 10:53:16 +0000 2020,México,1586861596479.0,0.0,0.0,0.0,0.0,
1.2500142521500344e+18,"RT @BT21_: We can fight the spread of COVID-19 together by sticking to the basics. 💓

Follow the steps to protect yourself with BT21! 📝

#C…",k_nu1da2,Tue Apr 14 10:53:16 +0000 2020,🅔🅖🅞,1586861596511.0,0.0,0.0,0.0,0.0,
1.2500142524394414e+18,"RT @MKNJPM: #COVID19 Terkini 14 April 2020. 

Kes pulih dan discaj 2⃣0⃣2⃣

Keseluruhan 2⃣4⃣7⃣8⃣ atau 49.7% daripada keseluruhan kes.

Bilan…",nSyaMiMie_,Tue Apr 14 10:53:16 +0000 2020, Kelantan,1586861596580.0,0.0,0.0,0.0,0.0,COVID19
1.2500142526325965e+18,"RT @MetisAsesores: 📌 #Videoconferencia: “Cómo continuar la operación de mi empresa ante la emergencia sanitaria por el #COVID19?”

#AccesoL…",lrs70,Tue Apr 14 10:53:16 +0000 2020,"Distrito Federal, México",1586861596626.0,0.0,0.0,0.0,0.0,Videoconferencia
1.250014252666159e+18,"RT @nihecommunity: Our offices are closed during #COVID19 but don’t worry you can contact us online. 

View this short video to find out ho…",JohnSocEnt,Tue Apr 14 10:53:16 +0000 2020,"Belfast, Northern Ireland",1586861596634.0,0.0,0.0,0.0,0.0,COVID19
1.2500142522340925e+18,"Enjoy a peek inside ready to move into apartments in #elephantandcastle, a fast-changing, Zone 1 location. Looking… https://t.co/Dc58qzup1U",strawberrystarg,Tue Apr 14 10:53:16 +0000 2020,"London, England",1586861596531.0,0.0,0.0,0.0,0.0,elephantandcastle
